Unless stated otherwise the Canmore dataset contains Ordnance Survey derived data which is delivered through Canmore website under the terms of the OPEN GOVERNMENT End User Licence.
http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf
"Canmore-download-Mon, 18 Mar 2019 18:07:09 +0000.csv"


CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL
"294217","NM73NE 53","Lismore, Eilean Musdile, Lighthouse, Northern Slipway","Slipway (Period Unassigned)","177882","735229","ARGYLL AND BUTE","ARGYLL","LISMORE AND APPIN (ARGYLL AND BUTE)","NM 77882 35229","http://canmore.org.uk/site/294217",
"294218","NM73NE 54","Lismore, Eilean Musdile, Lighthouse, Southern Slipway","Slipway (Period Unassigned)","177879","735092","ARGYLL AND BUTE","ARGYLL","LISMORE AND APPIN (ARGYLL AND BUTE)","NM 77879 35092","http://canmore.org.uk/site/294218",
"294271","NM73SE 8015","Sea Fay: Lady's Rock, Firth Of Lorn","Craft (20th Century)","177200","734300","ARGYLL AND BUTE","NOT APPLICABLE","MARITIME - ARGYLL AND BUTE","NM 772 343","http://canmore.org.uk/site/294271",
"294273","NM83SW 8029","Consolidated Catalina: Firth Of Lorn","Aircraft (20th Century)","184000","734000","ARGYLL AND BUTE","NOT APPLICABLE","MARITIME - ARGYLL AND BUTE","NM 84 34","http://canmore.org.uk/site/294273",
"294336","NM73SE 8022","Spartan: Loch Linnhe","Craft (20th Century)","179000","730000","ARGYLL AND BUTE","NOT APPLICABLE","MARITIME - ARGYLL AND BUTE","NM 79 30","http://canmore.org.uk/site/294336",
"294338","NM83SE 8031","Unknown: Firth Of Lorn","Craft (19th Century)","","","ARGYLL AND BUTE","NOT APPLICABLE","MARITIME - ARGYLL AND BUTE","NM  ","http://canmore.org.uk/site/294338",
"294429","NM82SW 8006","Present Help: Lismore, Loch Linnhe","Craft (20th Century)","183000","721000","ARGYLL AND BUTE","ARGYLL","KILNINVER AND KILMELFORD","NM 83 21","http://canmore.org.uk/site/294429",
"295453","NM94NW 49","Appin House Draw Kiln","Kiln (Period Unassigned)","193490","749400","ARGYLL AND BUTE","ARGYLL","LISMORE AND APPIN (ARGYLL AND BUTE)","NM 9349 4940","http://canmore.org.uk/site/295453",
"295454","NM94NW 50","Clachandou","Barn (Period Unassigned), Cottage (Period Unassigned)","192200","746400","ARGYLL AND BUTE","ARGYLL","LISMORE AND APPIN (ARGYLL AND BUTE)","NM 922 464","http://canmore.org.uk/site/295454",
"299813","NM83NW 56","Frackersaig Water Supply","Farmstead (Period Unassigned)","181900","739450","ARGYLL AND BUTE","ARGYLL","LISMORE AND APPIN (ARGYLL AND BUTE)","NM 8190 3945","http://canmore.org.uk/site/299813",
"299845","NM73NE 10","Lismore, Rubha Fiart, Remains Of Illicit Still","Still (Period Unassigned)","178600","735800","ARGYLL AND BUTE","ARGYLL","LISMORE AND APPIN (ARGYLL AND BUTE)","NM 786 358","http://canmore.org.uk/site/299845",
"305404","NN25NW 12","Stirling - Tyndrum - Fort William Military Road","Military Road (Post Medieval)","224820","755190","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 24820 55190","http://canmore.org.uk/site/305404",
"307693","NN17NE 18","Leanachan","Culvert (18th Century)(Possible)","216420","778520","HIGHLAND","INVERNESS-SHIRE","KILMONIVAIG","NN 1642 7852","http://canmore.org.uk/site/307693",
"307694","NN15NW 55","Invercoe","Military Road (18th Century)(Possible), Track (Period Unassigned)","210080","759310","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 1008 5931","http://canmore.org.uk/site/307694",
"307695","NN15NW 56","Invercoe","Culvert (18th Century), Military Road (18th Century)(Possible), Track (Period Unassigned)","210300","759250","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 1030 5925","http://canmore.org.uk/site/307695",
"307696","NN15NW 57","Invercoe","Culvert (18th Century), Revetment (18th Century), Water Pipe (Modern)","210480","758910","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 10480 58910","http://canmore.org.uk/site/307696",
"307697","NN15NW 58","Invercoe","Culvert (18th Century)","210810","758720","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 1081 5872","http://canmore.org.uk/site/307697",
"307698","NN15NW 59","Invercoe","Culvert (18th Century)","210120","759250","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 1012 5925","http://canmore.org.uk/site/307698",
"307699","NN05NE 54","Callert","Culvert (Period Unassigned), Military Road (18th Century)(Possible), Track (Period Unassigned)","207360","759800","HIGHLAND","INVERNESS-SHIRE","KILMALLIE","NN 0736 5980","http://canmore.org.uk/site/307699",
"307700","NN05NE 55","Callert","Ford (Period Unassigned), Hollow Way (Period Unassigned)","207810","759700","HIGHLAND","INVERNESS-SHIRE","KILMALLIE","NN 0781 5970","http://canmore.org.uk/site/307700",
"307701","NN06SE 26","Callert","Boundary Bank (Period Unassigned)(Possible), Military Road (18th Century)(Possible)","208250","760040","HIGHLAND","INVERNESS-SHIRE","KILMALLIE","NN 0825 6004","http://canmore.org.uk/site/307701",
"307702","NN06NE 25","Inchree","Military Road (18th Century), Track (Period Unassigned)","205040","766710","HIGHLAND","INVERNESS-SHIRE","KILMALLIE","NN 0504 6671","http://canmore.org.uk/site/307702",
"307703","NN27NW 11","Leanachan","Byre(S) (Period Unassigned)(Possible), Cottage(S) (Period Unassigned)(Possible)","221740","778390","HIGHLAND","INVERNESS-SHIRE","KILMONIVAIG","NN 2174 7839","http://canmore.org.uk/site/307703",
"332085","NM94NE 10","Achnacone Cottage","No Class (Event)","195793","745095","ARGYLL AND BUTE","ARGYLL","LISMORE AND APPIN (ARGYLL AND BUTE)","NM 95793 45095","http://canmore.org.uk/site/332085",
"332264","NN05NE 59","West Laroch","No Class (Event)","207952","758088","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 07952 58088","http://canmore.org.uk/site/332264",
"345961","NN25NW 13","Glencoe, Creag A Bhancair","Shieling(S) (Post Medieval)","221200","755200","HIGHLAND","ARGYLL","ARDCHATTAN AND MUCKAIRN (LOCHABER)","NN 21200 55200","http://canmore.org.uk/site/345961",
"346003","NN25NW 14","Glencoe, Lagangarbh","Bothy (Period Unassigned), Dyke (Period Unassigned), Enclosure (Period Unassigned)","222058","755996","HIGHLAND","ARGYLL","ARDCHATTAN AND MUCKAIRN (LOCHABER)","NN 22058 55996","http://canmore.org.uk/site/346003",
"346004","NN25NW 15","Glencoe, Lagangarbh","Footbridge (Period Unassigned)","222188","756100","HIGHLAND","ARGYLL","ARDCHATTAN AND MUCKAIRN (LOCHABER)","NN 22188 56100","http://canmore.org.uk/site/346004",
"346005","NN25NW 16","Glencoe, River Coupall (East)","Bothy (Period Unassigned)","223475","755270","HIGHLAND","ARGYLL","ARDCHATTAN AND MUCKAIRN (LOCHABER)","NN 23475 55270","http://canmore.org.uk/site/346005",
"346006","NN25SW 7","Glencoe, Allt Coire Cloiche Finne","Dyke(S) (Period Unassigned)","221950","752220","HIGHLAND","ARGYLL","ARDCHATTAN AND MUCKAIRN (LOCHABER)","NN 21950 52220","http://canmore.org.uk/site/346006",
"346020","NN15SE 15","Glencoe, Eas Na Doire Moire","Dyke (Period Unassigned)","219794","751486","HIGHLAND","ARGYLL","ARDCHATTAN AND MUCKAIRN (LOCHABER)","NN 19794 51486","http://canmore.org.uk/site/346020",
"346023","NN15SE 16","Glencoe, Eas Na Doire Moire","Track (Period Unassigned)","219500","751300","HIGHLAND","ARGYLL","ARDCHATTAN AND MUCKAIRN (LOCHABER)","NN 19500 51300","http://canmore.org.uk/site/346023",
"346024","NN15SE 17","Glencoe, Dalness","Dyke (Period Unassigned)","210000","750000","HIGHLAND","ARGYLL","ARDCHATTAN AND MUCKAIRN (LOCHABER)","NN 1 5","http://canmore.org.uk/site/346024",
"346025","NN15SE 18","Dalness","Road (Period Unassigned)","210000","750000","HIGHLAND","ARGYLL","ARDCHATTAN AND MUCKAIRN (LOCHABER)","NN 1 5","http://canmore.org.uk/site/346025",
"346026","NN15SE 19","Glencoe, Allt Lairig Eilde","Track (Period Unassigned)","217078","752790","HIGHLAND","ARGYLL","ARDCHATTAN AND MUCKAIRN (LOCHABER)","NN 17078 52790","http://canmore.org.uk/site/346026",
"346029","NN15SE 20","Glencoe, Lairig Gartain","Cairn (Period Unassigned)","218400","752900","HIGHLAND","ARGYLL","ARDCHATTAN AND MUCKAIRN (LOCHABER)","NN 18400 52900","http://canmore.org.uk/site/346029",
"346031","NN15NE 21","Glencoe, Allt Na Ruigh","Dyke (Period Unassigned)","217528","756904","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 17528 56904","http://canmore.org.uk/site/346031",
"346033","NN15NE 22","Pass Of Glen Coe","Structure(S) (Period Unassigned)(Possible)","216800","757000","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 16800 57000","http://canmore.org.uk/site/346033",
"346034","NN15NE 23","Glencoe, Coire Nan Lochan","Footbridge (Period Unassigned)","216693","756626","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 16693 56626","http://canmore.org.uk/site/346034",
"346035","NN15NE 24","Glencoe, Achtriochtan","Dyke (Period Unassigned)","215700","756900","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 15700 56900","http://canmore.org.uk/site/346035",
"346037","NN15NE 25","Glencoe, Achtriochtan","Dyke(S) (Period Unassigned), Enclosure (Period Unassigned), Structure(S) (Period Unassigned)","215900","756999","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 15900 56999","http://canmore.org.uk/site/346037",
"346038","NN15NE 26","Glencoe, Achtriochtan","Enclosure (Period Unassigned), Sheepfold (Period Unassigned), Structure(S) (Period Unassigned)","215726","757213","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 15726 57213","http://canmore.org.uk/site/346038",
"346039","NN15NE 27","Glencoe, Achtriochtan","Dyke (Period Unassigned)","215570","757190","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 15570 57190","http://canmore.org.uk/site/346039",
"346041","NN15NE 28","Glencoe, Ossian's Cave","Cave (Period Unassigned)","215300","756190","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 15300 56190","http://canmore.org.uk/site/346041",
"346042","NN15NW 63","Glencoe, Glen Coe","Clearance Cairn(S) (Period Unassigned)","215000","757100","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 15000 57100","http://canmore.org.uk/site/346042",
"346043","NN15NE 29","Glencoe, Glen Coe","Cultivation Remains (Period Unassigned)","215030","757216","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 15030 57216","http://canmore.org.uk/site/346043",
"346044","NN15NE 30","Glencoe, Glen Coe","Rig And Furrow (Medieval)","214800","757220","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 14800 57220","http://canmore.org.uk/site/346044",
"346045","NN15NW 64","Glencoe, Glen Coe","Rig And Furrow (Medieval)","214528","757120","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 14528 57120","http://canmore.org.uk/site/346045",
"346046","NN15NW 65","Glencoe, Loch Achtriochtan","Track (Period Unassigned)","214850","756620","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 14850 56620","http://canmore.org.uk/site/346046",
"346047","NN15NW 66","Glencoe, Achnambeithach","Mound (Period Unassigned)","213600","756460","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 13600 56460","http://canmore.org.uk/site/346047",
"346048","NN15NW 67","Glencoe, Stroan","Rig And Furrow (Medieval), Structure (Period Unassigned)","213377","756500","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 13377 56500","http://canmore.org.uk/site/346048",
"346076","NN15NW 68","Glencoe, Stroan","Structure(S) (Period Unassigned)","213333","756193","HIGHLAND","ARGYLL","ARDCHATTAN AND MUCKAIRN (LOCHABER)","NN 13333 56193","http://canmore.org.uk/site/346076",
"346077","NN15NW 69","Glencoe, Clachaig","Quarry (Period Unassigned), Structure(S) (Period Unassigned)","212935","756724","HIGHLAND","ARGYLL","ARDCHATTAN AND MUCKAIRN (LOCHABER)","NN 12935 56724","http://canmore.org.uk/site/346077",
"346209","NN15NW 70","Glencoe, Inbhir-fhiodhan","Structure (Period Unassigned)","210920","757950","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 10920 57950","http://canmore.org.uk/site/346209",
"346211","NN15NW 71","Glencoe, Clachaig","Rig And Furrow (Medieval)","212699","756572","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 12699 56572","http://canmore.org.uk/site/346211",
"346212","NN15NW 72","Glencoe, Visitor Centre","Structure(S) (Period Unassigned)(Possible)","212800","756428","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 12800 56428","http://canmore.org.uk/site/346212",
"346214","NN15NW 74","Glencoe, Achnacon","Sheepfold (Period Unassigned)","211827","756460","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 11827 56460","http://canmore.org.uk/site/346214",
"346215","NN15NW 75","Glencoe, Achnacon","Track (Period Unassigned)","212025","756452","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 12025 56452","http://canmore.org.uk/site/346215",
"346217","NN15NW 76","Glencoe, Achnacon","Marker Stone (Period Unassigned), Rig And Furrow (Medieval)","211910","756630","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 11910 56630","http://canmore.org.uk/site/346217",
"346218","NN15NW 77","Glencoe, Achnacon","Settlement (Period Unassigned)","211832","756664","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 11832 56664","http://canmore.org.uk/site/346218",
"346219","NN15NW 78","Glencoe, Achnacon","Rig And Furrow (Medieval)","211849","757152","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 11849 57152","http://canmore.org.uk/site/346219",
"346220","NN15NW 79","Glencoe, Achnacon","Track (Period Unassigned)","212059","757001","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 12059 57001","http://canmore.org.uk/site/346220",
"346221","NN15NW 80","Glencoe, Achnacon","Structure (Period Unassigned)","211600","756700","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 11600 56700","http://canmore.org.uk/site/346221",
"346229","NN15SW 5","Glencoe, Meall Mor","Structure (Period Unassigned)","210150","754370","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 10150 54370","http://canmore.org.uk/site/346229",
"346230","NN15SW 6","Glencoe, Meall Mor","Dyke (Period Unassigned)","210320","754430","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 10320 54430","http://canmore.org.uk/site/346230",
"346231","NN15SW 8","Glencoe, Gleann Leac Na Muidhe","Shieling Hut(S) (Post Medieval)(Possible)","210550","754650","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 10550 54650","http://canmore.org.uk/site/346231",
"346232","NN15SW 9","Glencoe, Gleann Leac Na Muidhe","Shieling Hut(S) (Post Medieval)","210570","754730","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 10570 54730","http://canmore.org.uk/site/346232",
"346234","NN15SW 10","Glencoe, Gleann Leac Na Muidhe","Platform(S) (Period Unassigned)","210551","754751","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 10551 54751","http://canmore.org.uk/site/346234",
"346235","NN15SW 11","Glencoe, Gleann Leac Na Muidhe","Platform (Period Unassigned), Rig And Furrow (Medieval)","210791","754897","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 10791 54897","http://canmore.org.uk/site/346235",
"346236","NN15NW 82","Glencoe, Gleann Leac Na Muidhe","Shieling Hut (Post Medieval), Structure (Period Unassigned)","210730","755050","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 10730 55050","http://canmore.org.uk/site/346236",
"346237","NN15NW 83","Glencoe, Gleann Leac Na Muidhe","Shieling Hut (Post Medieval)","210880","755010","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 10880 55010","http://canmore.org.uk/site/346237",
"346238","NN15NW 84","Glencoe, Gleann Leac Na Muidhe","Platform(S) (Period Unassigned)","210900","755400","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 10900 55400","http://canmore.org.uk/site/346238",
"346239","NN15NW 85","Glencoe, Gleann Leac Na Muidhe","Platform (Period Unassigned)","211050","755320","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 11050 55320","http://canmore.org.uk/site/346239",
"346241","NN15NW 86","Glencoe, Gleann Leac Na Muidhe","Shieling Hut (Post Medieval)(Possible)","211210","755380","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 11210 55380","http://canmore.org.uk/site/346241",
"346243","NN15NW 87","Glencoe, Gleann Leac Na Muidhe","Shieling Hut(S) (Post Medieval)","210900","755200","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 10900 55200","http://canmore.org.uk/site/346243",
"346244","NN15NW 88","Glencoe, Gleann Leac Na Muidhe","Platform (Period Unassigned), Shieling Hut(S) (Post Medieval)","210900","755300","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 10900 55300","http://canmore.org.uk/site/346244",
"346245","NN15NW 89","Glencoe, Gleann Leac Na Muidhe","Building (Period Unassigned)","211001","755002","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 11001 55002","http://canmore.org.uk/site/346245",
"346246","NN15NW 90","Glencoe, Gleann Leac Na Muidhe","Shieling Hut(S) (Post Medieval)","211000","755040","HIGHLAND","ARGYLL","LISMORE AND APPIN (LOCHABER)","NN 11000 55040","http://canmore.org.uk/site/346246",
"349673","NM83NW 58","Lismore, Achadun Bay","Fish Trap (Period Unassigned)(Possible)","180450","739540","ARGYLL AND BUTE","ARGYLL","LISMORE AND APPIN (ARGYLL AND BUTE)","NM 80450 39540","http://canmore.org.uk/site/349673",
